Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,axis_known,Manufacture method,Primary Material_n,URL,Manufacture Method_n,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName
BH-584A81,ROMAN,6,1.1,18.2,1.3,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/200809,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 39 - 17.jpg,BH-584A81.jpg,,,,Radiate bust right.,Unclear.,Illegible.,Illegible.,,Eastern,,,Certain,Radiate (uncertain emperor),,Radiate (antoninianus),,,
BH-56B8B4,ROMAN,6,1.7,23.1,3.5,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/200779,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 39 - 6.jpg,BH-56B8B4.jpg,,,,"Radiate, draped and (possibly) cuirassed bust facing right.","Pax standing left, holding olive branch and vertical sceptre.",IMP C CARAVSIVS P F AVG,PAX AVG,,Eastern,,,Certain,Carausius,Londinium,Radiate (antoninianus),,,
BH-CCD452,ROMAN,6,1.3,21.1,2.1,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/196729,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 51 - 28.jpg,BH-CCD452.jpg,,,,Radiate head right.,Pegasus springing right.,GALLIENVS AVG,SOLI CONS AV[G],,Eastern,,,Certain,Gallienus (sole reign),Rome,Radiate (antoninianus),,,
BH-CB2013,ROMAN,6,2.8,26.2,8.16,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/196698,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 51 - 21.jpg,BH-CB2013.jpg,,,,Laureate head right.,"Judea seated right under palm tree, mourning, arms behind.",T CAES IMP AVG F TR P COS VI CENSOR,[IVDAEA CAPTA S C],,Eastern,,,Certain,Titus,Lugdunum,As,,,
BH-A3B8F7,ROMAN,6,1.7,18.7,2.4,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/196418,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 51 - 217.jpg,BH-A3B8F7.jpg,,,,"Laureate, draped and cuirassed bust right, seen from behind.",Camp gate with two turrets; star above,CONSTANTINVS IVN NOB C,PROVIDEN-[TIAE] CAESS.,,Eastern,,,Certain,Constantine II,Londinium,Nummus (AE 1 - AE 4),,,
BH-666542,ROMAN,6,1.1,17.7,1.4,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/196254,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 51 - 74.jpg,BH-666542.jpg,,,,Diademed and draped bust right,"Victory advancing left, carrying a wreath and palm.",Illegible.,[SECVRITA]S-[REI PVBLICAE],SECVRITAS REI PVBLICAE,Eastern,,,Certain,House of Valentinian,,Nummus (AE 1 - AE 4),,,
BUC-20B537,IRON AGE,3,,,,-1.0,Gold,0,Struck or hammered,3,https://finds.org.uk/database/artefacts/record/id/195742,3,https://finds.org.uk/images/jmoss/medium/Pic00591.jpg,BUC-20B537.jpg,,,,Band of leaves borderer by lines of pellets either side with two crescents and other obcsure motif made indestinct by wear.,Galloping horse with disc below belly and other abstract details,,,,Eastern,,,Certain,,,Stater (gold),Uninscribed,,
BH-BAE181,ROMAN,6,1.2,21.3,2.17,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/195416,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 79 - 9.jpg,BH-BAE181.jpg,,,,"Laureate, cuirassed bust right.","Radiate Sol standing left, holding whip and globe.",CON[STANTINV]S AVG,COMITI AVGG NN,,Eastern,,,Certain,Constantine I,Londinium,Nummus (AE 1 - AE 4),,,
BH-FDACA2,ROMAN,6,1.5,15.8,1.55,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/193936,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 38 - 144.jpg,BH-FDACA2.jpg,,,,Uncertain diademed bust right,"Victory advancing left, carrying wreath [and palm].",Illegible.,[SECVRITAS-REI PVBLICAE],SECVRITAS REI PVBLICAE,Eastern,,,Certain,House of Valentinian,,Nummus (AE 1 - AE 4),,,
BH-FD6062,ROMAN,6,0.8,18.7,0.96,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/193925,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 38 - 140.jpg,BH-FD6062.jpg,,,,Uncertain diademed and draped(?) bust right,"Victory advancing left, carrying wreath and palm.",Illegible,Illegible,SECVRITAS REI PVBLICAE,Eastern,,,Certain,House of Valentinian,,Nummus (AE 1 - AE 4),,,
BH-FB2005,ROMAN,6,1.8,21.5,3.0,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/193860,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 38 - 114.jpg,BH-FB2005.jpg,,,,"Radiate, (draped and cuirassed) bust right.","Pax standing left, with olive branch and vertical sceptre.",IMP C CARAVSIVS P [F AVG?],PA[X AVG],,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-FAD425,ROMAN,6,2.0,25.4,3.3,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/193847,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 38 - 110.jpg,BH-FAD425.jpg,,,,Laureate head or bust right.,Figure standing left.,[...] MAXIMIA[...],[...],,Eastern,,,Certain,Maximian I,,Nummus (AE 1 - AE 4),,,
BH-E87A32,ROMAN,6,1.0,16.8,1.49,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/193634,8,https://finds.org.uk/images/jwatters/medium/Roman coin 07 38 - 65.jpg,BH-E87A32.jpg,,,,"Pearl-diademed, draped, cuirassed bust right.","Roma seated facing, head left.",.....-NVS P F AV[G],VIRTVS [RO]MANORVM,,Eastern,,,Certain,Gratian,Aquileia,Siliqua,,,
BH-E77296,ROMAN,6,1.2,17.0,1.13,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/193601,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 38 - 55.jpg,BH-E77296.jpg,,,,Radiate bust right,Unclear galley with mast,Illegible.,[VIRTVS / LAETITIA AVG],,Eastern,,,Certain,Allectus,,Q radiate,,,
BH-E74644,ROMAN,6,1.0,21.1,2.09,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/193594,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 38 - 53.jpg,BH-E74644.jpg,,,,Radiate [bust] right.,Unclear.,[IMP (C) CARAVSIVS P F AVG],No lettering visible.,,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-018074,ROMAN,6,1.7,17.3,1.82,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/192472,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 38 - 31.jpg,BH-018074.jpg,,,,Radiate bust right.,Standing figure.,IMP CA[RAVSIVS P F AVG],Illegible.,,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-008CA6,ROMAN,6,1.8,18.1,3.18,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/192414,8,https://finds.org.uk/images/jwatters/medium/Roman coin 07 38 - 26.jpg,BH-008CA6.jpg,,,,Laureate head right.,"Salus seated left, holding patera.",IMP NERO CAESAR AVG PP,[S]A-LVS,,Eastern,,,Certain,Nero,Rome,Denarius (Empire),,,
BH-D7F687,EARLY MEDIEVAL,1,1.4,11.6,1.2,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/192136,8,https://finds.org.uk/images/jwatters/medium/Early med coin 07 73 - 3.jpg,BH-D7F687.jpg,,,,Diademed bust right within pelleted serpent (head below bust),"Bird on cross, annulet at end of each cross arm.",[T&#923;VM]V&#923;H[V&#923;T],[T&#923;VH]MV&#923;HV&#923;,,Eastern,,,Certain,Anonymous (early penny/sceatta),,Sceat,,Early Anglo-Saxon silver coin (sceatta),
BH-D729C3,EARLY MEDIEVAL,1,1.4,12.7,1.18,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/192127,8,https://finds.org.uk/images/jwatters/medium/Early med coin 07 73 - 2.jpg,BH-D729C3.jpg,,,,Diademed bust right.,"Bird on cross, annulet at end of each cross and in top right field. Set within a curled, pelleted serpent, head below cross.",T~&#923;MV&#923;HV&#923;II,V&#923;~MV&#923;I&#923;,,Eastern,,,Certain,Anonymous (early penny/sceatta),,Sceat,,Early Anglo-Saxon silver coin (sceatta),
BH-4259B4,ROMAN,6,1.0,16.4,1.9,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/190166,2,https://finds.org.uk/images/laural/medium/Roman coin 07 62 - 7.jpg,BH-4259B4.jpg,,,,Uncertain bust right,Victory advancing left holding wreath and palm,Illegible.,[SECVRI]TAS-[REI PVBLICAE],SECVRITAS REI PVBLICAE,Eastern,,,Certain,House of Valentinian,,Nummus (AE 1 - AE 4),,,
BH-41E5A8,ROMAN,6,1.2,19.8,2.5,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/190155,2,https://finds.org.uk/images/laural/medium/Roman coin 07 62 - 3.jpg,BH-41E5A8.jpg,,,,"Radiate, cuirassed bust right.",Standing figure.,IM]P CARAV[SIVS.....(probably),No lettering visible.,,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-B4A713,ROMAN,6,1.9,18.5,2.45,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/188187,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 37 - 95.jpg,BH-B4A713.jpg,,,,Radiate and cuirassed bust right.,"Galley right, cabin unclear; apparently no waves",IMP C AL[ ... ],LAETITI[A AVG],,Eastern,,,Probably,Allectus,"C mint (Uncertain, England)",Q radiate,,,
BH-B48A38,ROMAN,6,1.5,19.7,2.04,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/188184,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 37 - 94.jpg,BH-B48A38.jpg,,,,Radiate and cuirassed bust right.,"Galley right with mast, no cabin and no waves; probably around 6 rowers",IMP C ALLECTVS (P F AVG?),LA[ETITIA AVG],,Eastern,,,Certain,Allectus,"C mint (Uncertain, England)",Q radiate,,,
BH-B48823,ROMAN,6,1.4,15.7,1.48,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/188183,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 37 - 104.jpg,BH-B48823.jpg,,,,Radiate bust right.,Standing figure.,No lettering visible.,No lettering visible.,,Eastern,,,Certain,Radiate (uncertain emperor),,Radiate (antoninianus),,,
BH-9F9C26,ROMAN,6,1.6,19.7,3.5,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/188121,8,https://finds.org.uk/images/laural/medium/Roman coin WF - 50.jpg,BH-9F9C26.jpg,,,,Bearded head right.,No detail remaining.,No lettering visible.,No lettering visible.,,Eastern,,,Certain,Republic,,Denarius serratus (Roman Republic),,,
BH-8A3684,ROMAN,6,1.1,18.3,1.3,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/187929,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 37 - 36.jpg,BH-8A3684.jpg,,,,Radiate bust right.,Unclear.,Illegible.,No lettering visible.,,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-86EAB6,ROMAN,6,1.2,12.4,0.73,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/187871,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 37 - 15.jpg,BH-86EAB6.jpg,,,,Head/bust right.,Unclear.,No lettering visible.,No lettering visible.,,Eastern,,,Certain,,,Radiate or nummus,,,
BH-5D5863,ROMAN,6,2.7,29.3,12.21,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/187423,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 10.jpg,BH-5D5863.jpg,,,,"Draped bust right, (probably) triple tiara and plaited hair.","Ceres seated left, holding torch and corn-ears.",[SABINA AVGVSTA] HADRIANI AVG P P,S C (in exergue).,,Eastern,,,Certain,Sabina,Rome,Sestertius,,,
BUC-3CDA35,ROMAN,6,2.72,26.31,7.83,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/186263,2,https://finds.org.uk/images/rtyrrell/medium/DSCN9294.JPG,BUC-3CDA35.png,,,,Head right,Illegible,Illegible,Illegible,,Eastern,,,Certain,Trajan,Rome,Dupondius or as,,,
BUC-A158E8,ROMAN,6,1.56,22.77,1.96,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/185427,2,https://finds.org.uk/images/lbuckley/medium/Dscn9125.jpg,BUC-A158E8.jpg,,,,Radiate and cuirassed right,Pax standing left holding branch and vertical sceptre,(IMP C MAXIMIANVS P F AVG),[PAX AV]GGG,,Eastern,,,Certain,Carausius for Maximian,Londinium,Radiate (antoninianus),,,
BUC-845C75,ROMAN,6,2.24,18.41,2.75,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/184135,8,https://finds.org.uk/images/rtyrrell/medium/DSCN9262.JPG,BUC-845C75.png,,,,Laureate head right,"Victory standing left, half-draped, holding wreath and palm",IMP TRAIANO AVG GER DAC PM TR P,COS V PP SPQR OPTIMO PRINC,,Eastern,,,Certain,Trajan,Rome,Denarius (Empire),,,
BUC-7E4831,ROMAN,6,2.01,22.11,3.59,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/184064,2,https://finds.org.uk/images/lbuckley/medium/Dscn9081.jpg,BUC-7E4831.jpg,,,,Radiate (and probably cuirassed) right,Pax standing left holding olive branch and transverse sceptre,IMP C ALLECTVS P F AVG,PAX AVG,,Eastern,,,Certain,Allectus,Londinium,Radiate (antoninianus),,,
BUC-7A1700,ROMAN,6,3.2,30.61,14.5,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183933,2,https://finds.org.uk/images/lbuckley/medium/DSCN8996.JPG,BUC-7A1700.png,,,,Head right,Illegible,Illegible,Illegible,,Eastern,,,Certain,Hadrian,Rome,Sestertius,,,
BUC-79EB74,ROMAN,6,3.37,28.5,14.28,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183930,2,https://finds.org.uk/images/lbuckley/medium/DSCN8992.JPG,BUC-79EB74.png,,,,Laureate head right,"Figure standing left, right arm raised",Illegible,Illegible,,Eastern,,,Certain,Septimius Severus,Rome,Sestertius,,,
BUC-6F1253,ROMAN,6,1.13,16.72,1.48,6.0,Copper alloy,1,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183915,2,https://finds.org.uk/images/rtyrrell/medium/dscn9260.jpg,BUC-6F1253.jpg,,,,"Bust, laureate, left, wearing trabea, eagle tipped sceptre in right hand","Globe set on altar inscribed VOT IS XX in three lines, above, three stars",CONSTAN-[TINV]S AVG,BE[ATA TRAN]-QVILLITAS,BEATA TRANQVILLITAS,Eastern,,,Certain,Constantine I,,Nummus (AE 1 - AE 4),,,
BUC-EB00C3,ROMAN,6,3.8,27.06,13.05,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183162,2,https://finds.org.uk/images/lbuckley/medium/DSCN8972.JPG,BUC-EB00C3.png,,,,Draped bust right,Illegible,Illegible,Illegible,,Eastern,,,Certain,Antonine (uncertain),Rome,Dupondius or as,,,
BUC-EA6604,ROMAN,6,2.2,26.2,4.68,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183136,2,https://finds.org.uk/images/lbuckley/medium/DSCN8956.JPG,BUC-EA6604.png,,,,Head bare right,"Minerva standing right, holding spear and leaning on shield",[AVRELIVS] CAESAR AN-[TONINI AVG PII FIL],[TR POT III COS II or III] S [C],,Eastern,,,Certain,Marcus Aurelius (as Caesar),Rome,Dupondius or as,,,
BUC-E9F4E4,ROMAN,6,2.63,24.62,7.01,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183111,2,https://finds.org.uk/images/lbuckley/medium/DSCN8944.JPG,BUC-E9F4E4.png,,,,Head right,Figure standing,[...],[...],,Eastern,,,Certain,Uncertain - 1st/2nd Century AD,,Dupondius or as,,,
BUC-E9AC36,ROMAN,6,3.29,23.71,8.01,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183100,2,https://finds.org.uk/images/lbuckley/medium/DSCN8936.JPG,BUC-E9AC36.png,,,,Head right,Illegible,[...],[...],,Eastern,,,Certain,Antonine (uncertain),Rome,Dupondius or as,,,
BUC-E97C95,ROMAN,6,1.72,23.69,2.64,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183096,2,https://finds.org.uk/images/lbuckley/medium/DSCN8930.JPG,BUC-E97C95.png,,,,Possibly a radiate bust right,Figure standing left,Illegible,Illegible,,Eastern,,,Certain,"Radiate, Uncertain Ruler 260-296",,Radiate (antoninianus),,,
BUC-E87285,ROMAN,6,1.84,14.69,1.67,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183071,2,https://finds.org.uk/images/lbuckley/medium/DSCN8922.JPG,BUC-E87285.png,,,,Possibly traces of a bust right,Illegible,Illegible,Illegible,,Eastern,,,Certain,Uncertain (AD 260 - 402),,Radiate or nummus,,,
BUC-E846E5,ROMAN,6,2.3,19.69,3.01,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/183061,2,https://finds.org.uk/images/lbuckley/medium/DSCN8918.JPG,BUC-E846E5.png,,,,Illegible,"Sol walking right, whip in left hand, right hand raised",[...],[...] CVT,,Eastern,,,Certain,Radiate (Barbarous),,Radiate (antoninianus),,,
BUC-54E5E6,ROMAN,6,2.01,18.61,2.29,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/182299,8,https://finds.org.uk/images/lbuckley/medium/Dscn8678.jpg,BUC-54E5E6.jpg,,,,"Head, laureate, right",Pax standing left holding olive branch and cornucopia setting foot on Dacian,IMP TRAIANO AVG GER [DAC P M TR P] COS V P P,SPQR OPTIMO PRI[NCIPI],,Eastern,,,Certain,Trajan,Rome,Denarius (Empire),,,
BUC-54D3E8,ROMAN,6,2.28,17.95,2.44,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/182298,8,https://finds.org.uk/images/rtyrrell/medium/DSCN8676x.JPG,BUC-54D3E8.png,,,,"Head, right, laureate","Shield supported by two capricorns, below a globe",DIVVS AVGVSTVS VESPASIANVS (retrograde),,,Eastern,,,Certain,Titus,Rome,Denarius (Empire),,,
BUC-548552,ROMAN,6,2.01,18.39,2.51,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/182295,8,https://finds.org.uk/images/lbuckley/medium/DSCN8674.JPG,BUC-548552.png,,,,Laureate head left,"Pax-Nemesis, winged, advancing right, left holding winged caduceus pointing down at snake, right holding out fold of drapery",TI CLAVD CAESAR AVG P M TR P X P P IMP [XVIII],PACI AVGVSTAE,,Eastern,,,Certain,Claudius,Rome,Denarius (Empire),,,
BH-40AF21,ROMAN,6,2.8,20.0,3.98,-1.0,Iron,0,,4,https://finds.org.uk/database/artefacts/record/id/182169,4,https://finds.org.uk/images/jwatters/medium/Roman coin 07 36 - 23.jpg,BH-40AF21.jpg,,,,"Radiate, draped bust right.","Male figure standing left, possibly copied from the PRINC IVVENT type",....TET]RICVS CAES,Illegible.,,Eastern,,,Certain,Radiate (Barbarous),,Radiate (antoninianus),,,
BH-3E7907,ROMAN,6,3.0,24.5,8.43,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/182087,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 36 - 22.jpg,BH-3E7907.jpg,,,,Laureate head right.,Britannia seated left on rock.,[ANTONINVS AVG] PIVS [P P TR P XVIII],BRITANNIA COS IIII SC,,,,,,Antoninus Pius,Rome,As,,,
BH-3E2F05,ROMAN,6,2.0,20.2,4.0,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/182085,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 36 - 12.jpg,BH-3E2F05.jpg,,,,"Radiate, cuirassed bust right.","Providentia standing left, holding cornucopiae and baton, globe at foot.",IMP C ALLECTVS P F AVG,PRO(VID) [AVG],,Eastern,,,Certain,Allectus,Londinium,Radiate (antoninianus),,,
BUC-182D56,ROMAN,6,4.04,35.53,21.24,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/182030,2,https://finds.org.uk/images/rtyrrell/medium/Dscn8576.jpg,BUC-182D56.jpg,,,,Laureate head left,"Roma seated left on cuirass, holding Victory, and leaning on parazonium",NERO CLAVD CAESAR AVG GER PM TR P IMP PP,[RO]MA SC,,Eastern,,,Certain,Nero,Lugdunum,Sestertius,,,
BUC-17E9C8,ROMAN,6,4.93,30.62,24.38,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/182028,2,https://finds.org.uk/images/rtyrrell/medium/DSCN8572.JPG,BUC-17E9C8.png,,,,"Head, laureate, right","Securitas seated left, holding sceptre in right hand and resting left elbow on cornucopiae, which forms arm of chair",[ANTONINVS AVG PI]VS P P IMP II,[TR POT XX C]OS [IIII S C],,Eastern,,,Certain,Antoninus Pius,Rome,Sestertius,,,
BUC-17D095,ROMAN,6,3.43,12.88,3.78,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/182027,2,https://finds.org.uk/images/rtyrrell/medium/DSCN8570.JPG,BUC-17D095.png,,,,Laureate head right,Aequitas standing left holding scales and rod,[...]G COS III [...],[AE]Q[VITA]S AV[G] SC,,Eastern,,,Certain,Hadrian,Rome,Sestertius,,,
BUC-17A7E5,ROMAN,6,1.89,16.92,2.63,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/182026,8,https://finds.org.uk/images/rtyrrell/medium/DSCN8568.JPG,BUC-17A7E5.png,,,,"Head, laureate, right","Simpulum, aspergillum, jug and lituus",[IMP CAESA]R VESPASIAN[VS AVG],AVGV[R] [T]RI P[OT],,Eastern,,,Certain,Vespasian,Rome,Denarius (Empire),,,
BUC-178F48,ROMAN,6,2.11,17.98,3.3,-1.0,Silver,0,Cast,8,https://finds.org.uk/database/artefacts/record/id/182025,8,https://finds.org.uk/images/rtyrrell/medium/DSCN8566.JPG,BUC-178F48.png,,,,Laureate head of Jupiter right,Elephant right,Q.METEL; PIVS,SCIPIO; IMP,,Eastern,,,Certain,Republic,African Mint,Denarius serratus (Roman Republic),,,"Caecilius Metellus Pius Scipio, Q."
BUC-176E95,ROMAN,6,1.39,18.84,3.43,-1.0,Silver,0,Cast,8,https://finds.org.uk/database/artefacts/record/id/182024,8,https://finds.org.uk/images/rtyrrell/medium/DSCN8562.JPG,BUC-176E95.png,,,,"Draped bust of Antonia r, wearing crown of corn ears and with long plait","Two vertical long torches, lighted and linked by ribbons",ANTONIA AVGVSTA,SACERDOS DIVI AVGVSTVS,,Eastern,,,Certain,Antonia,Rome,Denarius (Empire),,,
BH-049122,ROMAN,6,1.3,17.7,0.94,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/179396,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 9 - 9.jpg,BH-049122.jpg,,,,Radiate and cuirassed bust right.,Unclear type,[ ... ] (ALLECTVS?) [ ... ],[ ... ],,Eastern,,,Certain,Allectus,,Radiate (antoninianus),,,
BH-60BF33,ROMAN,6,1.3,18.4,1.73,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/178933,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 7 - 44.jpg,BH-60BF33.jpg,,,,Radiate bust right.,Jupiter standing left holding thunderbolt and sceptre,[ ]LAVD[ ],[IOVI VICTORI],,Eastern,,,Certain,Claudius II,Rome,Radiate (antoninianus),,,
BH-5E6340,ROMAN,6,1.5,23.5,3.06,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/178874,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 7 - 32.jpg,BH-5E6340.jpg,,,,"Radiate, draped and cuirassed bust right.",Pax standing left holding branch and transverse sceptre,IMP C CARAVSIVS P F [AVG],[PAX A]VGGG,,Eastern,,,Certain,Carausius,Londinium,Radiate (antoninianus),,,
BH-1F6457,ROMAN,6,1.5,20.5,2.07,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/178627,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 7 - 4.jpg,BH-1F6457.jpg,,,,Radiate and cuirassed bust right.,Goat walking right.,GALLIENVS AVG,IOVI CONS AVG,,Eastern,,,Certain,Gallienus (sole reign),,Radiate (antoninianus),,,
BH-1F5422,ROMAN,6,1.2,20.0,2.63,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/178624,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 7 - 3.jpg,BH-1F5422.jpg,,,,"Radiate, draped [and ?cuirassed] bust right.","Pax standing left, holding olive branch and vertical sceptre.",[IMP CARAVS](IVS P F AVG),P[AX AV]G,,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-0A8257,ROMAN,6,0.6,23.1,1.54,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/178459,2,https://finds.org.uk/images/jwatters/medium/Roman coin 07 6 - 11.jpg,BH-0A8257.jpg,,,,"Radiate, draped and cuirassed bust right.",(probably) Standing figure.,IMP CARA[VSIVS?,No lettering visible.,,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-8761F1,EARLY MEDIEVAL,1,1.5,11.2,1.09,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/177745,8,https://finds.org.uk/images/jwatters/medium/Early med coin 07 20 - 5.jpg,BH-8761F1.jpg,,,,"Highly debased radiate head facing right. The coin is fragmented above the beaded line below the (missing) crown. Below the head are two curved lines either side of a beaded line. A number of pellets surround the head including a triangular group of three to the right. The inscription is mostly off the flan, but a line can be seen.","Standard, inscribed 'TTII' with a central pellet. To the left of the standard a circle of five pellets can be seen with two further pellets above and below. Further lines can be seen above the standard.",Illegible.,Illegible.,,Eastern,,,Certain,Anonymous (early penny/sceatta),,Sceat,,Early Anglo-Saxon silver coin (sceatta),
