Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,Manufacture method,URL,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName,Primary Material_n,Manufacture Method_n,axis_known
WILT-FE8512,EARLY MEDIEVAL,0,1.4,19.69,1.89,12.0,Silver,,https://finds.org.uk/database/artefacts/record/id/486790,https://finds.org.uk/images/khinds/medium/WILT-FE8512.jpg,Fotos_monedas\WILT-FE8512.jpg,,,,"Diademed bust left; in front, sceptre with a trefoil head",Short cross voided with expanding limbs joined at the base by two circles,+[E]DW[E]R D RE[,+[ ]LFPIN[E ] [O]N [PIL]TV:,,South West,,,Certain,Edward the Confessor,Wilton Castle,Penny,,Coin of the kings of All England 924/5-1066,,8,6,1
NARC-FC9AB2,EARLY MEDIEVAL,0,1.4,13.0,0.7,-1.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/486683,https://finds.org.uk/images/jcassidy/medium/NARC-FC9AB2 a.jpg,Fotos_monedas\NARC-FC9AB2.jpg,,,,illegible,Standard with central annulet and linear motifs in each corner.,illegible,illegible,,,,,,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,2,4,0
SUSS-80C033,EARLY MEDIEVAL,0,0.9,19.5,1.26,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/485632,https://finds.org.uk/images/04bowmant/medium/SUSS80C033.jpg,Fotos_monedas\SUSS-80C033.jpg,,,,Draped bust facing left with elaborately coiffed hair.,Voided long cross with central pellet.,AEDELRED REX ANGLO (AE ligated),+GO/DPIN/E OM/ LVND,,,Anglo-Saxon,,,?thelred the Unready,London,,,Coin of the kings of All England 924/5-1066,,8,4,1
SUSS-58F843,EARLY MEDIEVAL,0,2.0,10.9,1.15,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/482138,https://finds.org.uk/images/04bowmant/medium/eddie mustard 8.jpg,Fotos_monedas\SUSS-58F843.jpg,,,,"Quilled crescent above insect-like creature, letter-like motifs below resembling 'OSO' (lozenge-shaped O)",Beaded standard with central pellet in annulet and bars in angles. What appears to be a reverse-barred N is visible outside the standard.,,,,South East,,,Certain,Anonymous (early penny/sceatta),Domburg,,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
SUSS-58CCB0,EARLY MEDIEVAL,0,1.7,12.9,1.16,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/482128,https://finds.org.uk/images/04bowmant/medium/eddie mustard 6.jpg,Fotos_monedas\SUSS-58CCB0.jpg,,,,"Radiate bust, right, TIC before, broken A and annulet behind, straight exergual lines either side of beaded line.","IPT/TA (reversed and broken P) around TOTII standard, square horns, tufa above.",TIC,IPT/TA//TOTII,,South East,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
LEIC-5608D1,EARLY MEDIEVAL,0,2.0,11.0,0.67,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/482021,https://finds.org.uk/images/rebecca/medium/LEIC-5608D1.JPG,Fotos_monedas\LEIC-5608D1.png,,,,Facing 'Wodan' head with radiating hair and beard.,"Backwards-facing beast with three-forked tail, prominent member and claws, and stylised head and jaws.",,,,East Midlands,,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
LEIC-54D360,EARLY MEDIEVAL,0,2.0,12.0,0.73,-1.0,Copper alloy,,https://finds.org.uk/database/artefacts/record/id/481967,https://finds.org.uk/images/rebecca/medium/LEIC-54D360.JPG,Fotos_monedas\LEIC-54D360.png,,,,"Plumed bird facing right, tubular body, head bent down, triple-forked tail, prominent claws, pellet in annulet below head, pellet in field.","Beaded standard with pellet in annulets centrally and in corners separated by trefoils, cross outwith",,,,East Midlands,,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,2,6,0
SUSS-43A1C6,EARLY MEDIEVAL,0,1.72,11.58,0.95,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/481822,https://finds.org.uk/images/04bowmant/medium/graham forster 2.jpg,Fotos_monedas\SUSS-43A1C6.jpg,,,,"Cowled standing figure, wearing cross-hatched tabard and plain tunic, in crescent boat holding long cross pommee left and bird of prey right.","Draped, diademed bust right, holding chalice before.",,,,South East,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
SWYOR-C3E6A6,EARLY MEDIEVAL,0,1.7,11.4,1.02,2.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/480452,https://finds.org.uk/images/wakefield/medium/Doncaster_945_Sceat.jpg,Fotos_monedas\SWYOR-C3E6A6.jpg,,,,"A diademed head, facing right, within a beaded circle.","An outline bird, facing right, on a cross pommee with an annulet at the end of each limb, a quatrefoil of berries in front of the bird and a trefoil of berries at each side of the cross.",,,,East Midlands,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
IOW-0A7327,EARLY MEDIEVAL,0,1.4,12.6,1.43,6.0,Gold,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/479120,https://finds.org.uk/images/fbasford/medium/IOW2012-1-12.JPG,Fotos_monedas\IOW-0A7327.png,,,,Left-facing bust,Victory advancing left,NAM (possibly),IVIO / N,,South East,Frankish,,Certain,Anonymous (Tremissis),,Tremissis,,Coin of Merovingian Francia,,3,4,1
DENO-07CCA4,EARLY MEDIEVAL,0,0.76,23.62,2.54,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/478412,https://finds.org.uk/images/cburrill2/medium/E7478_EMed_Dirham_Coin.jpg,Fotos_monedas\DENO-07CCA4.jpg,,,,,,,,,,,,,Uncertain Islamic ruler,,Dirham,,Islamic coin,,8,4,0
BERK-0B2F72,EARLY MEDIEVAL,0,1.47,11.41,0.9,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/476764,https://finds.org.uk/images/abyard/medium/2011454.jpg,Fotos_monedas\BERK-0B2F72.jpg,,,,Quilled crescent coiled right enclosing four horizontal bars; two annulets on edge,Beaded standard enclosing derivitive stepped cross (second standard) with annulet in centre surrounded by four pellets. Possible letters in margins.,,,,South East,,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
LIN-649E15,EARLY MEDIEVAL,0,1.0,11.0,1.06,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/475387,https://finds.org.uk/images/adaubney/medium/LIN2011-1224.jpg,Fotos_monedas\LIN-649E15.jpg,,,,Degraded bust resembling a porcupine right,Standard containing variation of TOT II,,,,East Midlands,,,Certain,Anonymous (early penny/sceatta),,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
CAM-4D8D32,EARLY MEDIEVAL,0,0.6,12.4,0.12,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/475104,https://finds.org.uk/images/hfowler/medium/CAM-4D8D32.jpg,Fotos_monedas\CAM-4D8D32.jpg,,,,,,,,,Eastern,,,Certain,"Uncertain silver penny, 11th century, not further defined",,,,,,8,4,0
SUSS-379E71,EARLY MEDIEVAL,0,1.4,12.3,1.0,7.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/474810,https://finds.org.uk/images/stephaniesmith/medium/SUSS- 379E71.jpg,Fotos_monedas\SUSS-379E71.jpg,,,,"Diademed head right in serpent circle, pelleted shoulder","[Bird] on cross within serpent circle, annulets either side.",,illegible,,South East,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
LON-D08AA1,EARLY MEDIEVAL,0,1.6,12.3,0.96,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/473858,https://finds.org.uk/images/kcreed/medium/SeriesKSceat.jpg,Fotos_monedas\LON-D08AA1.jpg,,,,"Diademed bust right, with cross to right",Wolf or lion with long curving tongue; the tongue may also be a serpent,,,,Eastern,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
BH-67BC50,EARLY MEDIEVAL,0,1.2,11.2,0.8,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/472775,https://finds.org.uk/images/jwatters/medium/Earlymed_coin_11_171_14.jpg,Fotos_monedas\BH-67BC50.jpg,,,,"Sinuous animal standing right; head tilted backwards, pointed ear, long tongue extending downards from open mouth; one front and one hind leg visible, both bent at 90 degrees; curved tail extending upwards from back, pellet within curve; six pellets beneath aminal; circular pellet border surrounding.","Vine-like spiral extending to centre, where there is a pellet; pellet border surrounding.",No legend.,No legend.,,South East,,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
SWYOR-3A4B52,EARLY MEDIEVAL,0,1.7,1.6,0.99,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/472317,https://finds.org.uk/images/bloom/medium/PAS_1574_woden.jpg,Fotos_monedas\SWYOR-3A4B52.jpg,,,,Wodan facing forwards with a chevron beard and a cross on each cheek,Elegant beast flying left with one pellet below the head. It is looking backwards and biting its tail.,,,,,,,,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
SWYOR-39C124,EARLY MEDIEVAL,0,1.6,11.1,1.16,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/472300,https://finds.org.uk/images/bloom/medium/PAS_1574_sceat.jpg,Fotos_monedas\SWYOR-39C124.jpg,,,,Diademed head facing right with double row of pellets in the diamdem. Surrounded by a beaded snake eating its tail.,Bird with feathered wings above a Latin cross. Annulet on each side of the cross. Surrounded by a beaded snake eating its tail.,[...],[...],,,Anglo-Saxon,,,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
NCL-544D22,EARLY MEDIEVAL,0,0.54,27.92,3.1,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/470382,https://finds.org.uk/images/rcollins/medium/IMG_8434.jpg,Fotos_monedas\NCL-544D22.jpg,,,,Arabic text,Arabic text,Arabic text,Arabic text,,East Midlands,,,Certain,Ismail bin Ahmad,Unknown,Dirham,,Islamic coin,,8,4,0
SUSS-16D666,EARLY MEDIEVAL,0,1.4,12.4,1.06,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/469853,https://finds.org.uk/images/stephaniesmith/medium/SUSS-16D666AngloSaxonSceat.jpg,Fotos_monedas\SUSS-16D666.jpg,,,,"Tightly curled crescent with quills above extending towards edge of coin, with two lines beneath forming an 'arm'. Cross in front with three other symbols forming something akin to XAZO","Standard with central annulet and pellet, with pellet and line design in each corner. Indistinct symbols outside of the standard.",XAZO (approx),none,,South East,Frisian,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
SOM-0255E3,EARLY MEDIEVAL,0,1.9,12.4,1.15,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/469633,https://finds.org.uk/images/elburnett/medium/SOM-0255E3.JPG,Fotos_monedas\SOM-0255E3.png,,,,"Quilled crescent with triangular 'head'. Pellet on crescent forming the eye. Three pellets in field, line below","Square border formed of joined pellets. Ring with pellet inside, within the border, flanked by a broken line",none,none,,South West,,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
KENT-566617,EARLY MEDIEVAL,0,1.4,20.0,1.26,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/468308,https://finds.org.uk/images/jjackson/medium/KENT-566617.jpg,Fotos_monedas\KENT-566617.jpg,,,,'m-' with three pellets on either side//+OFFA (lozenge shaped O)//REX,Moneyer's name in two lunettes divided by a beaded bar.,M//OFFA//REX,EA//MA,,,Anglo-Saxon,,Certain,Offa of Mercia,London,Penny,,Coin of the kings of Mercia 8th-9th centuries,,8,4,0
LIN-FF2C55,EARLY MEDIEVAL,0,1.4,17.0,1.13,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/467751,https://finds.org.uk/images/adaubney/medium/LIN2011-1051.jpg,Fotos_monedas\LIN-FF2C55.jpg,,,,"Moneyer's name to right of curly-haired, draped female bust right with Latin cross and pellets behind head.",Queen's name around a beaded inner circle containing M-,EOBA,CYNETHRYTH REGINA,,East Midlands,Anglo-Saxon,,Certain,Cynethryth,Canterbury,Penny,,Coin of the kings of Mercia 8th-9th centuries,,8,4,0
LEIC-D40D74,EARLY MEDIEVAL,0,1.25,11.0,1.03,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/467176,https://finds.org.uk/images/leicvol/medium/LEIC-D40D74.jpg,Fotos_monedas\LEIC-D40D74.jpg,,,,bust facing right,quilled figure to left,MONITASCORVM,,,East Midlands,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
LEIC-800172,EARLY MEDIEVAL,0,1.5,12.0,0.88,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/466763,https://finds.org.uk/images/wscott/medium/800172.JPG,Fotos_monedas\LEIC-800172.png,,,,'whorl' of four birds -flying around a central cross with double beaded border,two facing diademed heads with cross topped staff in between - very worn.,none,none,,East Midlands,Anglo-Saxon,,Certain,,,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
DOR-44C847,EARLY MEDIEVAL,0,1.4,11.7,0.61,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/466263,https://finds.org.uk/images/caht/medium/44C847.jpg,Fotos_monedas\DOR-44C847.jpg,,,,"Shield decorated with a circle of pellets in annulets around a face in the centre boss, cross pommee below","Bird facing right with pellets in annulets above and below neck, the one below surrounded by four pellets",,,,South West,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
SF-D872A7,EARLY MEDIEVAL,0,1.4,20.42,1.28,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/465331,https://finds.org.uk/images/justineemma/medium/Silver penny from Worlington SF-D872A7.jpg,Fotos_monedas\SF-D872A7.jpg,,,,Letter A within an inner circle,"Cross pattee, pellet in each angle of the cross, all within an inner circle",+ EADMVND REX AN,+ EADMVND MON L (three pellets),,,,,,Edmund the Martyr,East Anglia,Penny,,Coin of the kings of East Anglia 8th-9th century,,8,4,0
LIN-040716,EARLY MEDIEVAL,0,1.4,12.4,1.06,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/463995,https://finds.org.uk/images/adaubney/medium/LIN2011-942.jpg,Fotos_monedas\LIN-040716.jpg,,,,'m' with three pellets on either side//+OFFA (lozenge shaped O)//REX,"Small cross in pellet centre in centre, 'D V D' each divided by three lines",M//OFFA//REX,D V D,,East Midlands,Anglo-Saxon,,Certain,Offa of Mercia,,Penny,,Coin of the kings of Mercia 8th-9th centuries,,8,4,0
NCL-AF9BE4,EARLY MEDIEVAL,0,1.12,15.84,1.2,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/463615,https://finds.org.uk/images/rcollins/medium/IMG_7720.jpg,Fotos_monedas\NCL-AF9BE4.jpg,,,,"OF in square of pellets with line of pellets projecting diagonally from each angle; RM below and Latin cross above, with a vinescroll to either side. This latter feature is at odds with North no 271.",EOBA on the leaves of a quatrefoil with annulet and cross of pellets in centre,OF//RM,EOBA,,East Midlands,Anglo-Saxon,,Certain,Offa of Mercia,Canterbury,Penny,,Coin of the kings of Mercia 8th-9th centuries,,8,4,0
KENT-5DF4C6,EARLY MEDIEVAL,0,1.2,11.3,1.3,-1.0,Gold,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/462910,https://finds.org.uk/images/jjackson/medium/KENT-5DF4C6.jpg,Fotos_monedas\KENT-5DF4C6.jpg,,,,"Right-facing bare-headed bust with large annulet eye and pointed chin. Neck and drapery composed of group of straight lines, cross-hatched from shoulders.",Cross with forked base within a beaded circle.,VN[ ]VSO (S on side),+HV[ ]r,,South East,Frankish,,Certain,Anonymous (Tremissis),Unknown,Tremissis,,Coin of Merovingian Francia,,3,4,0
CAM-F22CD2,EARLY MEDIEVAL,0,1.71,11.75,0.81,9.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/462181,https://finds.org.uk/images/hfowler/medium/CAM-F22CD2.jpg,Fotos_monedas\CAM-F22CD2.jpg,,,,Diademed head facing right,"Outline dove on a cross, group of 4 pellets below beak of bird",,,,Eastern,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,2,4,1
SF-0C2A17,EARLY MEDIEVAL,0,1.4,13.01,1.23,10.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/460753,https://finds.org.uk/images/abrown/medium/BRH_SF-0C2A17.jpg,Fotos_monedas\SF-0C2A17.jpg,,,,"Helmeted bust right, in imitation of Roman prototype (Constantine?)","Runic PADA inscription within a rectangular beaded border, tufa below flanked by two ?'s, above a cross with annulet terminals",Runic inscription reading &#390;T&Lambda;&#9675; - &#9675;IZN&#390;,Uncertain runic legend,,Eastern,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
LEIC-4D8E33,EARLY MEDIEVAL,0,2.0,10.0,0.51,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/459779,https://finds.org.uk/images/wscott/medium/4D8E33.JPG,Fotos_monedas\LEIC-4D8E33.png,,,,right facing diademed bust with cross in front,standard with four saltaires and central circle,,,,East Midlands,,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
FAKL-37C614,EARLY MEDIEVAL,0,1.4,12.5,1.15,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/459466,https://finds.org.uk/images/kleahy/medium/311a.jpg,Fotos_monedas\FAKL-37C614.jpg,,,,Inscription around a central cross,"Fantastic animal, left, right leg raised, cross in loop of tain, triquetta below belly.",EOTBREHTVF,-,,Yorkshire and the Humber,Anglo-Saxon,,Certain,Eadberht of Northumbria,Northumbria,Sceat,,Styca of Northumbria and York,,8,4,1
FAKL-37AAF1,EARLY MEDIEVAL,0,1.4,12.8,0.74,10.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/459463,https://finds.org.uk/images/kleahy/medium/315a.jpg,Fotos_monedas\FAKL-37AAF1.jpg,,,,Inscription around a six armed star set within a ring,Inscription around central motif?,+EDELRED REX,[   ] OFDE {    },,Yorkshire and the Humber,Anglo-Saxon,,Certain,Aethelred II of Northumbria (2nd reign),Northumbria,Styca,,Styca of Northumbria and York,,2,4,1
FAKL-3784D5,EARLY MEDIEVAL,0,1.4,11.5,0.68,12.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/459459,https://finds.org.uk/images/kleahy/medium/318a.jpg,Fotos_monedas\FAKL-3784D5.jpg,,,,Inscription around a small central cross set within a ring,Inscription around five pellets,+EDILRED [REX],[+EAR] DVV [LF],,Yorkshire and the Humber,Anglo-Saxon,,Certain,Aethelred II of Northumbria (2nd reign),Northumbria,Styca,,Styca of Northumbria and York,,2,4,1
FAKL-377033,EARLY MEDIEVAL,0,1.4,13.1,0.84,10.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/459455,https://finds.org.uk/images/kleahy/medium/319a.jpg,Fotos_monedas\FAKL-377033.jpg,,,,Inscription around a small central cross set within a ring,Inscription around a small central cross set within a ring,+EDILRED REX,+EARDVVLF,,Yorkshire and the Humber,Anglo-Saxon,,Certain,Aethelred II of Northumbria (2nd reign),Northumbria,Styca,,Styca of Northumbria and York,,2,4,1
FAKL-375187,EARLY MEDIEVAL,0,1.4,12.1,0.65,10.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/459452,https://finds.org.uk/images/kleahy/medium/317a.jpg,Fotos_monedas\FAKL-375187.jpg,,,,Inscription around a small central cross,Inscription around a small central cross,EDILRE [ed rex] (retrograge),E [.....] (retrograde),,Yorkshire and the Humber,Anglo-Saxon,,Certain,Aethelred II of Northumbria (2nd reign),Northumbria,Styca,,Styca of Northumbria and York,,2,4,1
FAKL-BA86A8,EARLY MEDIEVAL,0,1.4,13.0,1.05,7.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/458392,https://finds.org.uk/images/kleahy/medium/261a.jpg,Fotos_monedas\FAKL-BA86A8.jpg,,,,"Diademed profile bust, right, facing a cross",Square containing three crosses and a ringed dot.,-,-,,Yorkshire and the Humber,,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
FAKL-B9EE37,EARLY MEDIEVAL,0,1.4,12.2,1.04,7.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/458383,https://finds.org.uk/images/kleahy/medium/260a.jpg,Fotos_monedas\FAKL-B9EE37.jpg,,,,Standing figure with a cross on each side,"Fantastic beast looking back over its shoulder, pellets in field",-,-,,Yorkshire and the Humber,,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
FAKL-B9C8C7,EARLY MEDIEVAL,0,1.4,12.3,1.14,12.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/458378,https://finds.org.uk/images/kleahy/medium/259a.jpg,Fotos_monedas\FAKL-B9C8C7.jpg,,,,Inscription around a small central cross,Inscription around a small central cross,+EANRED,+MONNE,,Yorkshire and the Humber,,,Certain,Eanred of Northumbria,Northumbria,Styca,,Styca of Northumbria and York,,2,4,1
FAKL-B9A7C3,EARLY MEDIEVAL,0,1.4,12.5,0.75,12.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/458375,https://finds.org.uk/images/kleahy/medium/258a.jpg,Fotos_monedas\FAKL-B9A7C3.jpg,,,,Inscription around a small central cross,Inscription around pellet set in a ring.,EDREL,EANRED,,Yorkshire and the Humber,,,Certain,Aethelred II (1st reign) of Northumbria,Northumbria,Styca,,Styca of Northumbria and York,,2,4,1
SUSS-4F3CB0,EARLY MEDIEVAL,0,1.6,11.5,1.22,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/457922,https://finds.org.uk/images/stephaniesmith/medium/SUSS-4F3CB0Coin451Firle5.jpg,Fotos_monedas\SUSS-4F3CB0.jpg,,,,Quilled crescent coiled right enclosing three bars,Beaded standard enclosing TOTII with additional pellets,,,,South East,,,Certain,Anonymous (early penny/sceatta),Domburg,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
NARC-3B6140,EARLY MEDIEVAL,0,1.4,17.0,1.16,2.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/457767,https://finds.org.uk/images/jcassidy/medium/offa obverse.jpg,Fotos_monedas\NARC-3B6140.jpg,,,,"Diademed bust right with curved shoulders and collar, without diadem ties.",Inscription in angles of a lozenge cross fluery with plain cross in the centre. The initial cross is beaded.,OFFA REX,I/B/B/A,,South East,Anglo-Saxon,,Certain,Offa of Mercia,London,Penny,,Coin of the kings of Mercia 8th-9th centuries,,8,4,1
DENO-984DE6,EARLY MEDIEVAL,0,1.4,20.71,1.39,7.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/456755,https://finds.org.uk/images/cburrill2/medium/E7412_EMed_Penny_Rev_view.jpg,Fotos_monedas\DENO-984DE6.jpg,,,,small cross pattee,Patriarchal cross (with the letters for CNVT at the end of each limb),CVN NET TI,CNVT with REX between,,,,,,Cnut of Northumbria,York,Penny,,Coin of the Viking invaders 9th-10th centuries,,8,4,1
DEV-E8CCA1,EARLY MEDIEVAL,0,1.4,20.0,1.06,6.0,Gold,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/455464,https://finds.org.uk/images/ncorey/medium/DEV-E8CCA1.jpg,Fotos_monedas\DEV-E8CCA1.jpg,,,,"Helmeted & draped bust right, helmet shown as a crest over corn-rowed hair","Crude wreath enclosing a cross on a base, limbs terminating in pellets-in-annulets, two crosses in the lower quarters",CBISPV[ ] COBCAES,'delaiona' CAES (partially runic and retrograde),,South West,Anglo-Saxon,,Certain,Anonymous (Shilling/Thrymsa),London,Thrymsa,,Early Anglo-Saxon gold coin,,3,4,1
DENO-808377,EARLY MEDIEVAL,0,1.7,12.4,1.2,4.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/454952,https://finds.org.uk/images/cburrill2/medium/E6945_TOTII_SeriesA3_Type2a_Sceatta_TREASURE.jpg,Fotos_monedas\DENO-808377.jpg,,,,"Radiate bust right [TIC before], broken A & annulets behind, curved exergual lines above and below a beaded line (only the upper line and part of the beading are present in this case).","Beaded standard containing TOTII legend, tufa horns with symbols either side [Ts at angles and cross below].",[TIC],TOTII,,East Midlands,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,1
SUR-072125,EARLY MEDIEVAL,0,1.4,11.59,1.12,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/451809,https://finds.org.uk/images/margaretb/medium/11-562.jpg,Fotos_monedas\SUR-072125.jpg,,,,A diademed bust facing right (diadem composed of two rows of pellets) within ring of pellets divided by a V represent a snake eating its tail.,A bird on a cross with two annulets in the field at the ends of the cross arms within pelleted border. Cross in front of bird. Struck slightly off-centre.,illegible,[ ]V^~[ ],,South East,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),,8,4,0
PUBLIC-A00281,EARLY MEDIEVAL,0,1.4,12.4,1.18,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/448533,https://finds.org.uk/images/simj3/medium/2009.217i.jpg,Fotos_monedas\PUBLIC-A00281.jpg,,,,"diademed bust, right","moneyer?s name in three lines, in and between two lunettes, which are broken in the centres of their curves: = Tirulf monetarius]; after the F, five pellets",AELBRED ? REX + [B for F],MON | TIRVLF | ETA,,,,,,Alfred the Great,Uncertain,Penny,,Coin of the kings of Wessex 9th-10th centuries,,8,4,0
SUR-8B14B0,EARLY MEDIEVAL,0,1.4,12.4,0.97,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/448251,https://finds.org.uk/images/dwilliams/medium/11.780.jpg,Fotos_monedas\SUR-8B14B0.jpg,,,,Crude diademed bust facing right,EADGAR in two lines divided by two straight lines which contain three saltires with pellets in the angles.,BEOR[NWVLF R]EX,EAD[GAR],,South East,Anglo-Saxon,,Certain,Beornwulf of Mercia,East Anglia,Penny,,Coin of the kings of Mercia 8th-9th centuries,,8,4,0
